cps19_citizenship,cps19_yob,cps19_province,cps19_votechoice,cps19_education,cps19_gender,vote_liberal,age,age_bracket,province_q,education_q,income_bracket,sex
Canadian citizen,1988,Ontario,Conservative Party,Bachelor's degree,A man,0,32,1,3,3,2,1
Canadian citizen,1994,Alberta,Conservative Party,Bachelor's degree,A man,0,26,1,4,3,1,1
Canadian citizen,1963,Alberta,Conservative Party,Completed secondary/ high school,A man,0,57,2,4,2,3,1
Canadian citizen,1972,British Columbia,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,48,2,5,2,2,0
Canadian citizen,1965,Saskatchewan,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,55,2,4,2,1,0
Canadian citizen,1981,Saskatchewan,Liberal Party,Bachelor's degree,A woman,1,39,1,4,3,1,0
Canadian citizen,1985,Ontario,Liberal Party,Bachelor's degree,A man,1,35,1,3,3,3,1
Canadian citizen,1989,Ontario,Liberal Party,Bachelor's degree,A woman,1,31,1,3,3,1,0
Canadian citizen,2000,Alberta,Conservative Party,Completed secondary/ high school,A man,0,20,1,4,2,1,1
Canadian citizen,1995,Ontario,Conservative Party,Bachelor's degree,A woman,0,25,1,3,3,1,0
Canadian citizen,1991,Saskatchewan,Conservative Party,Bachelor's degree,A man,0,29,1,4,3,1,1
Canadian citizen,1964,British Columbia,Conservative Party,Bachelor's degree,A woman,0,56,2,5,3,3,0
Canadian citizen,1989,Saskatchewan,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,31,1,4,2,1,0
Canadian citizen,1988,Ontario,Liberal Party,Bachelor's degree,A woman,1,32,1,3,3,2,0
Canadian citizen,1994,Alberta,Conservative Party,Bachelor's degree,A woman,0,26,1,4,3,1,0
Canadian citizen,1993,Ontario,Liberal Party,Master's degree,A woman,1,27,1,3,3,1,0
Canadian citizen,1987,Alberta,Conservative Party,Completed secondary/ high school,A woman,0,33,1,4,2,3,0
Canadian citizen,1989,British Columbia,Conservative Party,Completed secondary/ high school,A woman,0,31,1,5,2,2,0
Canadian citizen,1983,British Columbia,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,37,1,5,2,3,1
Canadian citizen,1980,British Columbia,Conservative Party,Completed elementary school,A woman,0,40,1,5,1,2,0
Canadian citizen,1999,Quebec,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,21,1,2,2,0,0
Canadian citizen,1988,Ontario,Liberal Party,Master's degree,A woman,1,32,1,3,3,2,0
Canadian citizen,1977,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,43,2,4,2,1,1
Canadian citizen,1990,Quebec,Conservative Party,Bachelor's degree,A woman,0,30,1,2,3,3,0
Canadian citizen,1995,Quebec,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,25,1,2,2,1,0
Canadian citizen,1967,British Columbia,Conservative Party,Bachelor's degree,A man,0,53,2,5,3,3,1
Canadian citizen,1989,British Columbia,Conservative Party,Completed secondary/ high school,A woman,0,31,1,5,2,2,0
Canadian citizen,1989,Quebec,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,31,1,2,2,3,0
Canadian citizen,1986,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,34,1,4,2,2,1
Canadian citizen,1963,British Columbia,Liberal Party,Bachelor's degree,A man,1,57,2,5,3,1,1
Canadian citizen,1974,Alberta,Conservative Party,Master's degree,A man,0,46,2,4,3,3,1
Canadian citizen,1993,Ontario,Liberal Party,Some university,A man,1,27,1,3,2,3,1
Canadian citizen,1990,Quebec,Liberal Party,Some university,A man,1,30,1,2,2,1,1
Canadian citizen,1985,British Columbia,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,35,1,5,2,1,1
Canadian citizen,1985,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,35,1,3,2,2,1
Canadian citizen,1984,Alberta,Conservative Party,Some university,A man,0,36,1,4,2,3,1
Canadian citizen,1987,Quebec,Liberal Party,Completed secondary/ high school,A woman,1,33,1,2,2,1,0
Canadian citizen,1999,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,21,1,3,2,1,0
Canadian citizen,1985,Ontario,Conservative Party,Bachelor's degree,A woman,0,35,1,3,3,1,0
Canadian citizen,1971,Alberta,Conservative Party,Bachelor's degree,A man,0,49,2,4,3,3,1
Canadian citizen,1986,British Columbia,Liberal Party,Bachelor's degree,A man,1,34,1,5,3,2,1
Canadian citizen,1976,Saskatchewan,Liberal Party,Bachelor's degree,A woman,1,44,2,4,3,3,0
Canadian citizen,1990,Quebec,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,30,1,2,2,1,0
Canadian citizen,1989,Alberta,Conservative Party,Completed elementary school,A man,0,31,1,4,1,1,1
Canadian citizen,1985,Ontario,Conservative Party,Some university,A woman,0,35,1,3,2,3,0
Canadian citizen,1996,Ontario,Liberal Party,Bachelor's degree,A woman,1,24,1,3,3,1,0
Canadian citizen,1992,Ontario,Conservative Party,Bachelor's degree,A man,0,28,1,3,3,1,1
Canadian citizen,1997,Ontario,Liberal Party,Bachelor's degree,A woman,1,23,1,3,3,3,0
Canadian citizen,1986,Alberta,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,34,1,4,2,1,1
Canadian citizen,1996,Ontario,Liberal Party,Bachelor's degree,A man,1,24,1,3,3,1,1
Canadian citizen,1992,British Columbia,Liberal Party,Bachelor's degree,A woman,1,28,1,5,3,3,0
Canadian citizen,1991,Alberta,Liberal Party,Bachelor's degree,A woman,1,29,1,4,3,3,0
Canadian citizen,1985,British Columbia,Conservative Party,Bachelor's degree,A woman,0,35,1,5,3,3,0
Canadian citizen,1989,British Columbia,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,31,1,5,2,1,1
Canadian citizen,1985,Alberta,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,35,1,4,2,1,0
Canadian citizen,1985,Quebec,Liberal Party,Bachelor's degree,A woman,1,35,1,2,3,2,0
Canadian citizen,1998,Alberta,Conservative Party,Some university,A woman,0,22,1,4,2,1,0
Canadian citizen,1993,Quebec,Liberal Party,Bachelor's degree,A woman,1,27,1,2,3,1,0
Canadian citizen,1986,British Columbia,Liberal Party,Bachelor's degree,A woman,1,34,1,5,3,3,0
Canadian citizen,1999,Alberta,Conservative Party,Completed secondary/ high school,A woman,0,21,1,4,2,3,0
Canadian citizen,1995,Quebec,Liberal Party,Bachelor's degree,A woman,1,25,1,2,3,1,0
Canadian citizen,1991,Alberta,Conservative Party,Bachelor's degree,A woman,0,29,1,4,3,3,0
Canadian citizen,1990,Saskatchewan,Conservative Party,Completed secondary/ high school,A woman,0,30,1,4,2,1,0
Canadian citizen,1989,Alberta,Conservative Party,Bachelor's degree,A woman,0,31,1,4,3,1,0
Canadian citizen,1999,British Columbia,Conservative Party,Some university,A man,0,21,1,5,2,1,1
Canadian citizen,1985,Alberta,Conservative Party,Bachelor's degree,A woman,0,35,1,4,3,1,0
Canadian citizen,1993,Alberta,Liberal Party,Bachelor's degree,A woman,1,27,1,4,3,1,0
Canadian citizen,1998,British Columbia,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,22,1,5,2,3,0
Canadian citizen,1985,British Columbia,Liberal Party,Bachelor's degree,A man,1,35,1,5,3,1,1
Canadian citizen,1991,British Columbia,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,29,1,5,2,1,0
Canadian citizen,1986,British Columbia,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,34,1,5,2,3,1
Canadian citizen,1990,Nova Scotia,Conservative Party,Completed secondary/ high school,A woman,0,30,1,1,2,1,0
Canadian citizen,1988,Manitoba,Conservative Party,Completed secondary/ high school,A woman,0,32,1,4,2,1,0
Canadian citizen,1983,Alberta,Liberal Party,Bachelor's degree,A man,1,37,1,4,3,1,1
Canadian citizen,1952,Ontario,Conservative Party,Bachelor's degree,A woman,0,68,3,3,3,1,0
Canadian citizen,1992,Alberta,Conservative Party,Completed secondary/ high school,A man,0,28,1,4,2,1,1
Canadian citizen,1945,Ontario,Liberal Party,Completed secondary/ high school,A man,1,75,3,3,2,1,1
Canadian citizen,1966,Ontario,Conservative Party,Completed secondary/ high school,A woman,0,54,2,3,2,1,0
Canadian citizen,1999,Ontario,Conservative Party,Some university,A woman,0,21,1,3,2,2,0
Canadian citizen,1970,New Brunswick,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,50,2,1,2,1,0
Canadian citizen,1976,Alberta,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,44,2,4,2,1,0
Canadian citizen,1971,Nova Scotia,Liberal Party,Some secondary/ high school,A woman,1,49,2,1,1,1,0
Canadian citizen,1966,Ontario,Conservative Party,Bachelor's degree,A woman,0,54,2,3,3,1,0
Canadian citizen,1963,Ontario,Liberal Party,Some university,A man,1,57,2,3,2,1,1
Canadian citizen,1944,Alberta,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,76,3,4,2,1,0
Canadian citizen,1949,Ontario,Liberal Party,Master's degree,A man,1,71,3,3,3,1,1
Canadian citizen,1981,Quebec,Conservative Party,Bachelor's degree,A woman,0,39,1,2,3,1,0
Canadian citizen,1959,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,61,3,3,2,1,0
Canadian citizen,1936,British Columbia,Conservative Party,Some university,A man,0,84,4,5,2,2,1
Canadian citizen,1964,Ontario,Conservative Party,Completed secondary/ high school,A woman,0,56,2,3,2,1,0
Canadian citizen,1989,Ontario,Conservative Party,Bachelor's degree,A man,0,31,1,3,3,3,1
Canadian citizen,1958,Newfoundland and Labrador,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,62,3,1,2,1,0
Canadian citizen,1964,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,56,2,3,2,1,0
Canadian citizen,1942,Alberta,Liberal Party,Bachelor's degree,A man,1,78,3,4,3,1,1
Canadian citizen,1954,Ontario,Liberal Party,Bachelor's degree,A man,1,66,3,3,3,1,1
Canadian citizen,1979,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,41,2,3,2,3,0
Canadian citizen,1962,New Brunswick,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,58,2,1,2,3,1
Canadian citizen,1969,Alberta,Conservative Party,Bachelor's degree,A man,0,51,2,4,3,1,1
Canadian citizen,1965,Ontario,Liberal Party,Bachelor's degree,A man,1,55,2,3,3,1,1
Canadian citizen,1956,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,64,3,3,2,1,0
Canadian citizen,1983,Quebec,Liberal Party,Master's degree,A man,1,37,1,2,3,1,1
Canadian citizen,1952,Ontario,Conservative Party,Some university,A woman,0,68,3,3,2,2,0
Canadian citizen,1953,Alberta,Conservative Party,Completed elementary school,A man,0,67,3,4,1,3,1
Canadian citizen,1984,Quebec,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,36,1,2,2,1,0
Canadian citizen,1967,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,53,2,2,2,3,1
Canadian citizen,1949,Alberta,Liberal Party,Bachelor's degree,A man,1,71,3,4,3,1,1
Canadian citizen,1950,Ontario,Liberal Party,Some university,A woman,1,70,3,3,2,3,0
Canadian citizen,1984,Ontario,Liberal Party,Bachelor's degree,A man,1,36,1,3,3,1,1
Canadian citizen,1953,British Columbia,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,67,3,5,2,1,0
Canadian citizen,1970,Saskatchewan,Conservative Party,Bachelor's degree,A woman,0,50,2,4,3,3,0
Canadian citizen,1970,Alberta,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,50,2,4,2,1,1
Canadian citizen,1945,Ontario,Conservative Party,Completed secondary/ high school,A woman,0,75,3,3,2,1,0
Canadian citizen,1992,Ontario,Liberal Party,Bachelor's degree,A woman,1,28,1,3,3,1,0
Canadian citizen,1972,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,48,2,4,2,2,1
Canadian citizen,1958,British Columbia,Liberal Party,Bachelor's degree,A woman,1,62,3,5,3,3,0
Canadian citizen,1962,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,58,2,2,2,3,1
Canadian citizen,1955,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,65,3,3,2,1,1
Canadian citizen,1969,Ontario,Liberal Party,Some university,A woman,1,51,2,3,2,3,0
Canadian citizen,1957,Alberta,Conservative Party,Bachelor's degree,A man,0,63,3,4,3,1,1
Canadian citizen,1968,Ontario,Conservative Party,Some elementary school,A woman,0,52,2,3,1,2,0
Canadian citizen,1976,Alberta,Conservative Party,Some university,A woman,0,44,2,4,2,1,0
Canadian citizen,1990,Ontario,Conservative Party,Master's degree,A man,0,30,1,3,3,1,1
Canadian citizen,1948,Manitoba,Liberal Party,Bachelor's degree,A man,1,72,3,4,3,1,1
Canadian citizen,1996,Ontario,Liberal Party,Bachelor's degree,A woman,1,24,1,3,3,1,0
Canadian citizen,1982,Ontario,Liberal Party,Master's degree,A woman,1,38,1,3,3,3,0
Canadian citizen,1946,Saskatchewan,Conservative Party,Completed secondary/ high school,A man,0,74,3,4,2,1,1
Canadian citizen,1958,Newfoundland and Labrador,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,62,3,1,2,3,1
Canadian citizen,1956,Ontario,Conservative Party,Completed secondary/ high school,A man,0,64,3,3,2,1,1
Canadian citizen,1957,British Columbia,Conservative Party,Master's degree,A man,0,63,3,5,3,3,1
Canadian citizen,1957,Manitoba,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,63,3,4,2,2,1
Canadian citizen,1967,Manitoba,Liberal Party,Bachelor's degree,A man,1,53,2,4,3,2,1
Canadian citizen,1971,Quebec,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,49,2,2,2,1,1
Canadian citizen,1980,Ontario,Liberal Party,Bachelor's degree,A man,1,40,1,3,3,1,1
Canadian citizen,1963,Alberta,Conservative Party,Some university,A man,0,57,2,4,2,1,1
Canadian citizen,1960,Saskatchewan,Conservative Party,Completed elementary school,A man,0,60,2,4,1,1,1
Canadian citizen,1953,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,67,3,3,2,3,1
Canadian citizen,1969,Ontario,Liberal Party,Completed secondary/ high school,A woman,1,51,2,3,2,2,0
Canadian citizen,1961,New Brunswick,Liberal Party,Bachelor's degree,A woman,1,59,2,1,3,2,0
Canadian citizen,1956,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,64,3,2,2,1,1
Canadian citizen,1962,Ontario,Conservative Party,Completed secondary/ high school,A man,0,58,2,3,2,1,1
Canadian citizen,1994,Ontario,Liberal Party,Some university,A man,1,26,1,3,2,1,1
Canadian citizen,1983,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,37,1,3,2,3,0
Canadian citizen,1947,Alberta,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,73,3,4,2,1,1
Canadian citizen,1966,New Brunswick,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,54,2,1,2,1,1
Canadian citizen,1957,British Columbia,Conservative Party,Some secondary/ high school,A man,0,63,3,5,1,1,1
Canadian citizen,1946,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,74,3,3,2,1,1
Canadian citizen,1949,New Brunswick,Liberal Party,Bachelor's degree,A man,1,71,3,1,3,1,1
Canadian citizen,1962,Manitoba,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,58,2,4,2,1,0
Canadian citizen,1952,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,68,3,3,2,1,0
Canadian citizen,1972,Alberta,Conservative Party,Some secondary/ high school,A woman,0,48,2,4,1,3,0
Canadian citizen,1980,British Columbia,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,40,1,5,2,2,0
Canadian citizen,1960,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,60,2,3,2,1,0
Canadian citizen,1962,Manitoba,Liberal Party,Completed secondary/ high school,A man,1,58,2,4,2,1,1
Canadian citizen,1950,Alberta,Conservative Party,Completed secondary/ high school,A man,0,70,3,4,2,1,1
Canadian citizen,1954,Alberta,Liberal Party,Bachelor's degree,A woman,1,66,3,4,3,1,0
Canadian citizen,1984,British Columbia,Liberal Party,Professional degree or doctorate,A woman,1,36,1,5,3,1,0
Canadian citizen,1957,Saskatchewan,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,63,3,4,2,1,1
Canadian citizen,1972,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,48,2,4,2,3,1
Canadian citizen,1951,Ontario,Conservative Party,Bachelor's degree,A man,0,69,3,3,3,2,1
Canadian citizen,1951,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,69,3,4,2,1,0
Canadian citizen,1959,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,61,3,3,2,1,0
Canadian citizen,1958,Newfoundland and Labrador,Liberal Party,Bachelor's degree,A man,1,62,3,1,3,1,1
Canadian citizen,1974,Quebec,Conservative Party,Bachelor's degree,A woman,0,46,2,2,3,3,0
Canadian citizen,1953,Quebec,Liberal Party,Bachelor's degree,A man,1,67,3,2,3,1,1
Canadian citizen,1973,Quebec,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,47,2,2,2,1,0
Canadian citizen,1965,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,55,2,4,2,1,1
Canadian citizen,1976,New Brunswick,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,44,2,1,2,2,1
Canadian citizen,1996,Ontario,Conservative Party,Some university,A woman,0,24,1,3,2,1,0
Canadian citizen,1998,Quebec,Liberal Party,Some secondary/ high school,A man,1,22,1,2,1,1,1
Canadian citizen,1992,Newfoundland and Labrador,Liberal Party,Some university,A man,1,28,1,1,2,1,1
Canadian citizen,2000,Ontario,Conservative Party,Some secondary/ high school,A woman,0,20,1,3,1,3,0
Canadian citizen,1991,Ontario,Liberal Party,Bachelor's degree,A man,1,29,1,3,3,3,1
Canadian citizen,1990,Ontario,Liberal Party,Master's degree,A man,1,30,1,3,3,1,1
Canadian citizen,1993,Alberta,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,27,1,4,2,2,0
Canadian citizen,2000,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,20,1,3,2,1,0
Canadian citizen,1964,Ontario,Liberal Party,Some university,A man,1,56,2,3,2,1,1
Canadian citizen,1959,Ontario,Liberal Party,Some university,A woman,1,61,3,3,2,3,0
Canadian citizen,1962,Quebec,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,58,2,2,2,1,0
Canadian citizen,1989,Ontario,Conservative Party,Master's degree,A man,0,31,1,3,3,1,1
Canadian citizen,1959,Saskatchewan,Liberal Party,Bachelor's degree,A woman,1,61,3,4,3,1,0
Canadian citizen,1948,Ontario,Liberal Party,Bachelor's degree,A man,1,72,3,3,3,1,1
Canadian citizen,1950,British Columbia,Conservative Party,Master's degree,A woman,0,70,3,5,3,1,0
Canadian citizen,1951,New Brunswick,Liberal Party,Completed secondary/ high school,A woman,1,69,3,1,2,1,0
Canadian citizen,1966,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,54,2,4,2,2,0
Canadian citizen,1975,Alberta,Conservative Party,Bachelor's degree,A woman,0,45,2,4,3,2,0
Canadian citizen,1945,Ontario,Conservative Party,Some university,A man,0,75,3,3,2,1,1
Canadian citizen,1971,Alberta,Liberal Party,Professional degree or doctorate,A man,1,49,2,4,3,2,1
Canadian citizen,1975,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,45,2,3,2,2,0
Canadian citizen,1972,Ontario,Conservative Party,Bachelor's degree,A man,0,48,2,3,3,1,1
Canadian citizen,1958,Ontario,Liberal Party,Bachelor's degree,A man,1,62,3,3,3,3,1
Canadian citizen,1946,Ontario,Conservative Party,Some university,A woman,0,74,3,3,2,1,0
Canadian citizen,1929,British Columbia,Conservative Party,Some university,A man,0,91,4,5,2,3,1
Canadian citizen,1963,British Columbia,Conservative Party,Master's degree,A man,0,57,2,5,3,1,1
Canadian citizen,1985,Quebec,Liberal Party,Some secondary/ high school,A man,1,35,1,2,1,1,1
Canadian citizen,1944,British Columbia,Liberal Party,Some secondary/ high school,A woman,1,76,3,5,1,1,0
Canadian citizen,1977,Ontario,Liberal Party,Bachelor's degree,A woman,1,43,2,3,3,3,0
Canadian citizen,1966,British Columbia,Liberal Party,Bachelor's degree,A man,1,54,2,5,3,2,1
Canadian citizen,1960,Ontario,Conservative Party,Bachelor's degree,A man,0,60,2,3,3,3,1
Canadian citizen,1980,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,40,1,3,2,1,0
Canadian citizen,1964,Alberta,Liberal Party,Completed secondary/ high school,A woman,1,56,2,4,2,2,0
Canadian citizen,1951,British Columbia,Liberal Party,Bachelor's degree,A man,1,69,3,5,3,1,1
Canadian citizen,1959,Manitoba,Conservative Party,Professional degree or doctorate,A man,0,61,3,4,3,2,1
Canadian citizen,1974,Quebec,Liberal Party,Bachelor's degree,A woman,1,46,2,2,3,3,0
Canadian citizen,1954,British Columbia,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,66,3,5,2,1,0
Canadian citizen,1955,Alberta,Conservative Party,Some university,A woman,0,65,3,4,2,1,0
Canadian citizen,1953,Alberta,Liberal Party,Bachelor's degree,A man,1,67,3,4,3,1,1
Canadian citizen,1949,British Columbia,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,71,3,5,2,1,0
Canadian citizen,1946,Quebec,Liberal Party,Bachelor's degree,A woman,1,74,3,2,3,1,0
Canadian citizen,1970,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,50,2,4,2,3,0
Canadian citizen,1952,Quebec,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,68,3,2,2,3,1
Canadian citizen,1953,British Columbia,Liberal Party,Completed secondary/ high school,A man,1,67,3,5,2,1,1
Canadian citizen,1972,Ontario,Conservative Party,Completed secondary/ high school,A man,0,48,2,3,2,1,1
Canadian citizen,1950,Ontario,Conservative Party,Some university,A man,0,70,3,3,2,1,1
Canadian citizen,1967,Manitoba,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,53,2,4,2,2,1
Canadian citizen,1977,Ontario,Conservative Party,Completed secondary/ high school,A man,0,43,2,3,2,1,1
Canadian citizen,1940,Alberta,Conservative Party,Completed secondary/ high school,A woman,0,80,3,4,2,1,0
Canadian citizen,1955,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A man,1,65,3,3,2,3,1
Canadian citizen,1975,Quebec,Liberal Party,Bachelor's degree,A woman,1,45,2,2,3,1,0
Canadian citizen,1990,Ontario,Liberal Party,Master's degree,A woman,1,30,1,3,3,3,0
Canadian citizen,1971,Ontario,Conservative Party,Bachelor's degree,A man,0,49,2,3,3,1,1
Canadian citizen,1967,Ontario,Liberal Party,Master's degree,A man,1,53,2,3,3,1,1
Canadian citizen,1969,Manitoba,Conservative Party,Completed secondary/ high school,A man,0,51,2,4,2,3,1
Canadian citizen,1993,Manitoba,Liberal Party,Completed secondary/ high school,A woman,1,27,1,4,2,2,0
Canadian citizen,1987,Ontario,Liberal Party,Bachelor's degree,A woman,1,33,1,3,3,1,0
Canadian citizen,1998,Quebec,Liberal Party,Completed secondary/ high school,A woman,1,22,1,2,2,1,0
Canadian citizen,1956,New Brunswick,Liberal Party,Completed secondary/ high school,A man,1,64,3,1,2,1,1
Canadian citizen,1968,Manitoba,Conservative Party,Professional degree or doctorate,A woman,0,52,2,4,3,1,0
Canadian citizen,1957,Ontario,Conservative Party,Bachelor's degree,A man,0,63,3,3,3,1,1
Canadian citizen,1941,British Columbia,Conservative Party,Completed secondary/ high school,A man,0,79,3,5,2,3,1
Canadian citizen,1974,Ontario,Conservative Party,Master's degree,A woman,0,46,2,3,3,3,0
Canadian citizen,1957,British Columbia,Conservative Party,Bachelor's degree,A woman,0,63,3,5,3,1,0
Canadian citizen,1982,British Columbia,Liberal Party,"Some technical, community college, CEGEP, College Classique",A man,1,38,1,5,2,2,1
Canadian citizen,1962,Alberta,Conservative Party,Completed secondary/ high school,A woman,0,58,2,4,2,1,0
Canadian citizen,2000,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,20,1,3,2,3,0
Canadian citizen,1961,Alberta,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,59,2,4,2,1,1
Canadian citizen,1946,Ontario,Liberal Party,Bachelor's degree,A man,1,74,3,3,3,1,1
Canadian citizen,1952,Quebec,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,68,3,2,2,1,0
Canadian citizen,1930,Ontario,Liberal Party,Some university,A man,1,90,4,3,2,1,1
Canadian citizen,1971,Ontario,Conservative Party,Bachelor's degree,A man,0,49,2,3,3,3,1
Canadian citizen,1976,Ontario,Liberal Party,Completed secondary/ high school,A man,1,44,2,3,2,1,1
Canadian citizen,1980,British Columbia,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,40,1,5,2,1,1
Canadian citizen,1960,Ontario,Liberal Party,Professional degree or doctorate,A woman,1,60,2,3,3,1,0
Canadian citizen,1977,Ontario,Liberal Party,Master's degree,A woman,1,43,2,3,3,3,0
Canadian citizen,1979,Ontario,Liberal Party,Master's degree,A woman,1,41,2,3,3,1,0
Canadian citizen,1955,Ontario,Conservative Party,Bachelor's degree,A man,0,65,3,3,3,1,1
Canadian citizen,1965,Newfoundland and Labrador,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,55,2,1,2,1,0
Canadian citizen,1982,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,38,1,3,2,1,1
Canadian citizen,1982,Alberta,Liberal Party,Completed secondary/ high school,A woman,1,38,1,4,2,1,0
Canadian citizen,1963,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,57,2,3,2,1,0
Canadian citizen,1968,Ontario,Liberal Party,Master's degree,A woman,1,52,2,3,3,3,0
Canadian citizen,1938,British Columbia,Conservative Party,Some secondary/ high school,A man,0,82,4,5,1,1,1
Canadian citizen,1952,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,68,3,3,2,3,1
Canadian citizen,1960,Manitoba,Liberal Party,"Some technical, community college, CEGEP, College Classique",A man,1,60,2,4,2,1,1
Canadian citizen,1987,Quebec,Liberal Party,Completed secondary/ high school,A man,1,33,1,2,2,1,1
Canadian citizen,1998,Ontario,Liberal Party,Completed secondary/ high school,A woman,1,22,1,3,2,1,0
Canadian citizen,1961,British Columbia,Liberal Party,Completed secondary/ high school,A woman,1,59,2,5,2,1,0
Canadian citizen,1960,Ontario,Liberal Party,Completed secondary/ high school,A man,1,60,2,3,2,1,1
Canadian citizen,1950,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,70,3,3,2,1,0
Canadian citizen,1946,Ontario,Liberal Party,Bachelor's degree,A man,1,74,3,3,3,2,1
Canadian citizen,1979,Quebec,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,41,2,2,2,1,1
Canadian citizen,1951,Ontario,Liberal Party,Bachelor's degree,A woman,1,69,3,3,3,3,0
